LO_ms[pb]	NLO_ms[pb]
0.753E-01	0.950E-01
0.102E-01	0.122E-01
0.191E-01	0.237E-01
0.676E-02	0.808E-02
0.899E-04	0.102E-03
0.138E-02	0.165E-02
0.464	0.597
0.135E-01	0.165E-01
0.822E-05	0.966E-05
0.246E-02	0.296E-02
0.149	0.186
0.374E-06	0.588E-06
0.294E-05	0.457E-05
0.698E-02	0.852E-02
0.142E-02	0.222E-02
0.765E-04	0.863E-04
0.121E-04	0.142E-04
0.601E-03	0.708E-03
0.618E-06	0.769E-06
0.154E-03	0.201E-03
0.458E-05	0.545E-05
0.363E-03	0.426E-03
0.318E-04	0.370E-04
0.238E-04	0.253E-04
0.278E-04	0.354E-04
0.109	0.136
0.584E-03	0.689E-03
0.343E-03	0.469E-03
0.202E-01	0.250E-01
0.239E-03	0.279E-03
0.504E-05	0.563E-05
0.224E-03	0.261E-03
0.253E-05	0.306E-05
0.161E-04	0.207E-04
0.784E-05	0.910E-05
0.699E-06	0.870E-06
0.766E-05	0.104E-04
0.166E-04	0.195E-04
0.558E-06	0.675E-06
0.111E-04	0.152E-04
0.752E-03	0.892E-03
0.734E-05	0.869E-05
0.869E-03	0.131E-02
0.510E-05	0.603E-05
0.881E-02	0.104E-01
0.576E-03	0.686E-03
0.174E-06	0.261E-06
1.17	1.52
0.507	0.629
0.377	0.484
0.309E-03	0.362E-03
0.846E-07	0.135E-06
0.202E-01	0.232E-01
0.529E-04	0.690E-04
0.137E-05	0.179E-05
0.248E-04	0.290E-04
0.137	0.173
0.171E-02	0.204E-02
0.749	0.961
0.195E-05	0.233E-05
0.151E-01	0.185E-01
0.361E-06	0.517E-06
0.247E-03	0.289E-03
2.73	3.54
0.209E-06	0.267E-06
0.566	0.728
0.245	0.312
0.388E-04	0.437E-04
0.129E-02	0.145E-02
0.461E-03	0.526E-03
0.585E-01	0.735E-01
0.126E-05	0.154E-05
0.300E-05	0.357E-05
0.332E-07	0.489E-07
0.818E-04	0.926E-04
0.109E-03	0.127E-03
0.345	0.442
0.926E-04	0.143E-03
0.644E-02	0.785E-02
0.969E-02	0.109E-01
0.387E-03	0.455E-03
0.940E-05	0.109E-04
0.326E-08	0.464E-08
0.123E-04	0.159E-04
0.567E-05	0.607E-05
0.195	0.247
0.115E-03	0.127E-03
0.856E-03	0.101E-02
0.277E-02	0.333E-02
1.08	1.40
0.139E-04	0.151E-04
0.121E-04	0.141E-04
0.470E-08	0.687E-08
0.161E-06	0.190E-06
0.280E-03	0.388E-03
0.371E-03	0.427E-03
0.353E-06	0.482E-06
0.258E-03	0.387E-03
0.469E-04	0.541E-04
0.798E-04	0.914E-04
0.218E-02	0.277E-02
0.548E-01	0.687E-01
0.375E-01	0.468E-01
0.353E-01	0.433E-01
0.186E-03	0.217E-03
0.235E-04	0.249E-04
0.118E-06	0.172E-06
0.560E-01	0.702E-01
0.411E-04	0.467E-04
0.619E-02	0.735E-02
0.218E-05	0.255E-05
0.487E-03	0.637E-03
0.980E-03	0.115E-02
0.240E-05	0.334E-05
0.210E-03	0.245E-03
0.686E-05	0.811E-05
0.252E-02	0.303E-02
0.250	0.319
0.684E-04	0.776E-04
0.233E-04	0.269E-04
3.42	4.44
0.398E-07	0.520E-07
0.219E-06	0.283E-06
0.754E-06	0.904E-06
0.558E-03	0.641E-03
0.109E-01	0.128E-01
0.214E-05	0.259E-05
0.143E-04	0.168E-04
0.328	0.420
0.517E-01	0.648E-01
0.622E-03	0.706E-03
0.251E-04	0.364E-04
0.187E-04	0.265E-04
0.233E-01	0.276E-01
0.179E-03	0.209E-03
0.199E-05	0.242E-05
1.72	2.24
0.445E-03	0.503E-03
0.377E-01	0.456E-01
0.155	0.193
0.854E-06	0.104E-05
0.270E-03	0.304E-03
0.383E-04	0.445E-04
0.705E-04	0.819E-04
0.569E-03	0.768E-03
0.188E-05	0.227E-05
0.292E-04	0.326E-04
0.711E-07	0.944E-07
0.204E-02	0.242E-02
0.532E-02	0.647E-02
0.110E-01	0.135E-01
1.71	2.20
0.627E-02	0.766E-02
0.159E-05	0.210E-05
0.482E-03	0.562E-03
0.467E-03	0.521E-03
0.750E-03	0.831E-03
0.240E-03	0.280E-03
0.584E-05	0.692E-05
0.106E-03	0.124E-03
0.198E-02	0.237E-02
0.962E-02	0.113E-01
0.144E-02	0.161E-02
0.851E-03	0.101E-02
0.412E-04	0.479E-04
0.611E-03	0.765E-03
0.155E-04	0.175E-04
0.290E-03	0.340E-03
0.118	0.150
0.125E-04	0.165E-04
0.655E-05	0.968E-05
0.264	0.338
0.790E-01	0.962E-01
0.127	0.161
0.216E-02	0.259E-02
0.719E-01	0.896E-01
0.439E-03	0.515E-03
0.477E-05	0.570E-05
0.578E-03	0.683E-03
0.386E-03	0.418E-03
0.890E-02	0.109E-01
0.622E-05	0.738E-05
0.244	0.308
0.569E-08	0.775E-08
0.434E-03	0.473E-03
0.273E-07	0.366E-07
0.718E-05	0.936E-05
0.164E-05	0.214E-05
0.793E-01	0.100
0.528E-03	0.622E-03
0.384E-06	0.481E-06
0.940E-05	0.111E-04
0.912E-04	0.106E-03
0.631E-07	0.926E-07
0.525E-04	0.591E-04
0.612E-04	0.715E-04
0.207E-03	0.243E-03
0.110E-02	0.131E-02
0.275E-02	0.324E-02
0.766E-04	0.900E-04
0.343E-02	0.397E-02
0.133E-04	0.156E-04
0.101E-01	0.119E-01
0.335E-01	0.418E-01
0.949E-03	0.113E-02
0.142E-01	0.175E-01
0.141E-02	0.168E-02
0.666E-01	0.827E-01
0.803E-04	0.939E-04
0.103E-05	0.126E-05
0.140E-06	0.195E-06
0.101	0.127
0.612E-04	0.923E-04
0.236E-04	0.275E-04
0.865E-06	0.107E-05
0.319	0.404
5.21	6.84
0.281E-03	0.328E-03
0.253E-03	0.279E-03
0.133E-02	0.153E-02
0.181E-03	0.211E-03
0.483E-03	0.567E-03
0.888E-01	0.112
0.543E-03	0.641E-03
0.920E-04	0.107E-03
0.158E-04	0.186E-04
0.808E-06	0.100E-05
0.829E-08	0.117E-07
0.455E-02	0.551E-02
0.204E-04	0.306E-04
0.216E-05	0.257E-05
0.477E-01	0.596E-01
0.447E-06	0.638E-06
0.447E-05	0.577E-05
0.121E-06	0.172E-06
0.151E-02	0.173E-02
0.729E-02	0.889E-02
0.456E-01	0.570E-01
0.357	0.457
0.143E-02	0.171E-02
0.166E-02	0.199E-02
0.851E-04	0.995E-04
0.490E-06	0.616E-06
0.311	0.391
0.324E-04	0.376E-04
0.878E-03	0.101E-02
0.997E-07	0.147E-06
0.324E-02	0.390E-02
0.724E-06	0.950E-06
0.116E-01	0.143E-01
0.553	0.706
0.949E-01	0.120
0.148E-02	0.177E-02
0.985E-03	0.117E-02
0.826E-05	0.967E-05
0.482E-05	0.577E-05
0.182	0.233
0.450E-02	0.506E-02
0.192E-02	0.229E-02
0.179E-02	0.215E-02
0.333E-01	0.406E-01
0.184E-07	0.318E-07
0.833E-02	0.102E-01
0.116E-03	0.134E-03
0.177	0.225
0.579E-01	0.717E-01
0.177E-03	0.207E-03
0.245E-01	0.304E-01
0.308E-01	0.383E-01
0.758E-03	0.902E-03
0.202E-04	0.235E-04
0.375E-07	0.522E-07
0.363E-03	0.406E-03
0.387E-02	0.462E-02
0.376E-04	0.488E-04
0.101E-04	0.118E-04
0.416E-04	0.620E-04
0.967E-04	0.113E-03
0.412E-02	0.498E-02
0.321E-02	0.360E-02
0.547E-06	0.689E-06
0.892E-06	0.110E-05
0.146E-02	0.171E-02
0.135E-02	0.148E-02
0.368E-02	0.430E-02
0.532E-04	0.617E-04
0.132E-03	0.155E-03
0.129E-03	0.151E-03
0.173E-04	0.204E-04
0.847E-08	0.115E-07
1.13	1.46
0.625E-06	0.919E-06
0.224E-02	0.268E-02
0.189E-03	0.220E-03
0.429E-08	0.609E-08
0.226E-03	0.264E-03
0.150E-01	0.180E-01
0.691E-01	0.842E-01
0.352E-06	0.442E-06
0.143E-01	0.176E-01
0.924E-08	0.139E-07
0.103	0.130
0.584E-02	0.712E-02
0.566E-08	0.902E-08
0.583E-04	0.808E-04
0.116E-02	0.139E-02
0.382E-03	0.436E-03
0.292E-04	0.340E-04
0.140	0.177
0.753E-06	0.999E-06
0.303E-04	0.350E-04
0.131E-04	0.176E-04
0.720E-05	0.937E-05
0.485E-07	0.647E-07
0.709E-03	0.840E-03
0.507E-04	0.602E-04
0.264E-04	0.309E-04
0.179E-04	0.198E-04
0.214E-01	0.255E-01
0.101E-04	0.136E-04
1.33	1.73
0.822E-05	0.955E-05
0.207E-02	0.233E-02
0.295E-06	0.357E-06
0.310E-01	0.375E-01
0.303E-04	0.453E-04
0.113E-01	0.139E-01
0.485E-05	0.609E-05
0.995E-03	0.118E-02
0.267E-03	0.294E-03
0.729E-02	0.844E-02
0.694E-04	0.106E-03
0.340E-04	0.465E-04
0.889E-05	0.105E-04
0.683E-03	0.807E-03
1.75	2.28
0.149E-05	0.220E-05
0.159E-05	0.208E-05
0.648E-07	0.844E-07
0.223E-03	0.261E-03
0.724E-03	0.856E-03
0.195E-01	0.238E-01
0.147E-02	0.176E-02
0.164	0.208
0.507	0.652
0.307E-03	0.361E-03
0.427E-05	0.498E-05
0.106	0.134
0.407E-04	0.596E-04
0.567E-05	0.742E-05
0.379E-03	0.441E-03
0.400E-04	0.467E-04
0.104	0.131
0.144E-05	0.196E-05
0.104E-05	0.128E-05
0.674E-06	0.835E-06
0.200E-01	0.248E-01
0.616E-03	0.730E-03
0.359E-01	0.448E-01
0.608E-03	0.698E-03
1.26	1.63
0.563E-06	0.702E-06
0.292	0.373
0.198	0.246
0.835E-04	0.969E-04
0.198E-04	0.223E-04
0.136E-04	0.150E-04
0.195E-04	0.227E-04
0.177E-04	0.197E-04
0.461E-01	0.576E-01
0.118E-04	0.144E-04
0.829E-02	0.101E-01
0.553E-06	0.654E-06
0.178E-03	0.208E-03
0.254E-05	0.306E-05
0.978E-02	0.117E-01
0.189E-03	0.221E-03
0.377E-08	0.541E-08
0.463E-02	0.544E-02
0.239E-05	0.290E-05
0.191E-03	0.224E-03
0.120E-04	0.140E-04
0.323E-04	0.375E-04
0.163E-01	0.195E-01
0.355E-06	0.437E-06
0.835E-01	0.102
0.491E-02	0.536E-02
0.176E-06	0.231E-06
0.506	0.642
0.292E-06	0.397E-06
0.172E-02	0.197E-02
0.110E-01	0.133E-01
0.105E-03	0.118E-03
0.301E-01	0.375E-01
0.277E-04	0.325E-04
0.119E-03	0.136E-03
0.784E-03	0.930E-03
0.178E-05	0.205E-05
0.177E-05	0.256E-05
2.94	3.84
0.159	0.202
0.487E-03	0.577E-03
0.473E-05	0.612E-05
0.213E-05	0.257E-05
0.771E-06	0.953E-06
0.662E-01	0.833E-01
0.560E-08	0.821E-08
0.101E-04	0.116E-04
0.201E-02	0.240E-02
0.269E-01	0.335E-01
0.126E-01	0.155E-01
0.168E-04	0.180E-04
1.12	1.45
0.549E-05	0.649E-05
0.180	0.225
0.566E-07	0.958E-07
0.697E-02	0.850E-02
0.398E-01	0.490E-01
0.144E-05	0.178E-05
0.953E-05	0.110E-04
0.291E-06	0.386E-06
0.181E-02	0.217E-02
0.878E-05	0.109E-04
0.396E-05	0.472E-05
0.128E-03	0.178E-03
0.764E-06	0.105E-05
0.966E-03	0.111E-02
0.271E-04	0.344E-04
0.428E-02	0.518E-02
0.141E-06	0.175E-06
0.394E-01	0.481E-01
0.624E-05	0.794E-05
0.196E-02	0.235E-02
0.221E-01	0.269E-01
0.950E-01	0.120
0.602E-03	0.699E-03
0.317E-06	0.402E-06
0.387E-04	0.451E-04
0.631E-02	0.769E-02
1.85	2.40
0.206E-06	0.277E-06
0.478E-01	0.554E-01
0.585E-02	0.707E-02
0.102E-04	0.136E-04
0.431E-02	0.522E-02
0.727E-02	0.851E-02
0.141E-03	0.166E-03
0.216E-06	0.293E-06
0.254E-02	0.306E-02
0.258E-04	0.288E-04
0.424E-03	0.501E-03
0.285E-03	0.334E-03
0.319	0.410
0.177	0.226
0.858E-04	0.997E-04
0.107E-03	0.124E-03
0.957E-05	0.105E-04
0.596E-07	0.978E-07
0.126E-01	0.152E-01
0.323E-02	0.389E-02
0.629	0.810
0.450E-01	0.563E-01
0.310E-02	0.364E-02
0.121E-02	0.136E-02
0.233E-04	0.256E-04
0.222E-01	0.275E-01
0.193E-06	0.249E-06
0.205E-05	0.319E-05
0.840E-03	0.995E-03
0.500E-05	0.593E-05
0.357	0.453
0.370E-04	0.574E-04
0.240E-05	0.318E-05
0.845E-02	0.103E-01
0.113E-02	0.124E-02
0.686	0.886
0.246E-02	0.293E-02
0.176E-06	0.227E-06
0.131E-04	0.203E-04
0.176E-05	0.215E-05
0.475E-03	0.560E-03
0.129E-01	0.158E-01
0.542E-06	0.679E-06
0.470E-05	0.548E-05
0.118E-07	0.170E-07
0.137E-04	0.162E-04
0.105E-03	0.151E-03
0.134E-02	0.200E-02
0.786E-04	0.915E-04
0.293	0.375
0.118E-02	0.134E-02
0.678E-05	0.800E-05
0.445E-05	0.530E-05
0.138E-04	0.162E-04
0.269E-06	0.369E-06
0.952E-04	0.111E-03
0.986E-06	0.113E-05
0.288E-02	0.347E-02
0.904E-03	0.107E-02
0.829E-06	0.102E-05
0.801E-03	0.113E-02
0.117	0.148
0.842E-07	0.122E-06
0.415E-01	0.519E-01
0.177E-01	0.219E-01
0.193E-02	0.236E-02
0.343E-05	0.401E-05
0.121E-01	0.149E-01
0.914E-02	0.110E-01
0.417E-07	0.716E-07
0.972E-05	0.128E-04
0.710E-06	0.866E-06
1.96	2.56
0.161E-03	0.182E-03
0.657E-02	0.803E-02
0.103	0.131
0.775E-08	0.121E-07
0.789E-04	0.978E-04
0.134E-04	0.152E-04
0.967E-01	0.120
0.607E-01	0.763E-01
0.394E-04	0.458E-04
0.433E-04	0.506E-04
0.179E-04	0.211E-04
0.240	0.306
0.111E-03	0.129E-03
0.128E-01	0.157E-01
0.989E-03	0.118E-02
0.316E-02	0.380E-02
0.294E-04	0.418E-04
0.543E-04	0.631E-04
0.429	0.544
0.493E-04	0.589E-04
0.908E-05	0.107E-04
0.129E-04	0.171E-04
0.417E-04	0.487E-04
0.239E-03	0.272E-03
0.168E-03	0.185E-03
0.981E-05	0.115E-04
0.148E-02	0.177E-02
0.155E-02	0.185E-02
0.456E-01	0.561E-01
1.40	1.82
0.109E-04	0.127E-04
0.149	0.189
0.143E-05	0.169E-05
0.291E-01	0.353E-01
0.600E-01	0.754E-01
0.129E-02	0.152E-02
3.64	4.75
0.391E-01	0.478E-01
0.624E-01	0.756E-01
3.84	5.02
0.764E-05	0.899E-05
0.148E-02	0.166E-02
0.261	0.333
0.154E-04	0.180E-04
2.82	3.65
0.241	0.307
0.823E-04	0.953E-04
0.558E-04	0.653E-04
0.116E-02	0.135E-02
0.537E-04	0.625E-04
0.666E-07	0.887E-07
0.264E-04	0.296E-04
0.200E-03	0.233E-03
0.228E-06	0.291E-06
0.504E-04	0.573E-04
0.757E-07	0.125E-06
0.241	0.307
0.386E-04	0.449E-04
0.987E-02	0.121E-01
0.218E-06	0.301E-06
0.618E-05	0.731E-05
0.465E-03	0.705E-03
0.342E-04	0.396E-04
0.284E-04	0.399E-04
0.495E-05	0.639E-05
0.302E-03	0.356E-03
0.129E-03	0.150E-03
0.324E-05	0.386E-05
0.300E-03	0.351E-03
0.740	0.955
1.41	1.76
0.739E-02	0.902E-02
0.154E-05	0.235E-05
0.205E-03	0.242E-03
0.412E-02	0.504E-02
0.145E-03	0.168E-03
0.115E-05	0.141E-05
0.273E-04	0.359E-04
0.112E-03	0.122E-03
0.156E-01	0.191E-01
0.244E-02	0.275E-02
0.200E-04	0.233E-04
0.227E-07	0.307E-07
0.112	0.139
0.180E-03	0.224E-03
0.377E-03	0.437E-03
0.641E-06	0.710E-06
0.171E-03	0.190E-03
0.935E-03	0.111E-02
0.236E-01	0.288E-01
0.752E-03	0.925E-03
0.712	0.922
0.199E-04	0.231E-04
0.924E-02	0.111E-01
0.134E-02	0.148E-02
0.510E-03	0.749E-03
0.105	0.131
0.125E-04	0.146E-04
0.177	0.224
0.838E-02	0.103E-01
0.226E-05	0.301E-05
0.118E-05	0.153E-05
1.08	1.38
0.185E-05	0.231E-05
0.643E-03	0.702E-03
0.113E-06	0.148E-06
0.608E-06	0.813E-06
0.341E-03	0.400E-03
0.132E-01	0.161E-01
0.575	0.741
0.420E-02	0.542E-02
0.199E-04	0.251E-04
0.524E-06	0.767E-06
0.262E-03	0.330E-03
1.16	1.50
0.604E-05	0.669E-05
0.653E-05	0.775E-05
4.31	5.63
0.243E-04	0.274E-04
0.189	0.240
0.262E-01	0.325E-01
0.171E-04	0.227E-04
0.894E-05	0.106E-04
0.149E-02	0.178E-02
0.406	0.514
0.383E-03	0.462E-03
0.715E-04	0.830E-04
0.228E-04	0.265E-04
1.40	1.81
0.323E-08	0.530E-08
0.960E-02	0.117E-01
0.665E-05	0.785E-05
0.168E-03	0.180E-03
0.419E-02	0.507E-02
0.401E-03	0.444E-03
0.738E-02	0.867E-02
0.639E-06	0.885E-06
0.267E-01	0.331E-01
0.337E-04	0.361E-04
0.101	0.127
2.47	3.22
0.410E-01	0.507E-01
0.273E-07	0.370E-07
2.31	2.99
0.276E-03	0.322E-03
0.829E-04	0.113E-03
0.238E-04	0.277E-04
0.123	0.154
0.280E-02	0.337E-02
0.193E-02	0.229E-02
0.160E-05	0.194E-05
0.112E-01	0.138E-01
0.995E-05	0.118E-04
0.360E-03	0.476E-03
0.434E-05	0.514E-05
0.183E-05	0.254E-05
0.752E-03	0.108E-02
2.15	2.79
0.691E-03	0.816E-03
0.835E-03	0.994E-03
0.496E-05	0.592E-05
0.156E-07	0.234E-07
0.380	0.484
0.132E-02	0.157E-02
0.908E-03	0.108E-02
0.283E-01	0.352E-01
0.957E-07	0.133E-06
1.63	2.12
0.556E-05	0.658E-05
0.612E-06	0.761E-06
0.498E-01	0.605E-01
0.175E-04	0.238E-04
0.574E-05	0.677E-05
0.222E-02	0.257E-02
0.199E-02	0.238E-02
0.729E-02	0.889E-02
0.169E-04	0.235E-04
0.347E-03	0.399E-03
0.120E-04	0.144E-04
0.136E-07	0.195E-07
0.564E-04	0.657E-04
0.105E-01	0.125E-01
0.663E-03	0.769E-03
0.414E-05	0.635E-05
0.289E-06	0.400E-06
0.763E-03	0.904E-03
0.217E-05	0.341E-05
0.168E-01	0.207E-01
0.863E-05	0.978E-05
0.500E-02	0.609E-02
0.792E-04	0.917E-04
0.635E-05	0.776E-05
0.686E-08	0.970E-08
0.429E-03	0.508E-03
0.125E-03	0.164E-03
0.101E-05	0.124E-05
0.571E-03	0.672E-03
0.495E-03	0.582E-03
0.119E-01	0.146E-01
0.365E-01	0.455E-01
0.443	0.562
0.468E-02	0.627E-02
0.202E-03	0.239E-03
0.113E-03	0.132E-03
0.265E-03	0.310E-03
0.633E-06	0.792E-06
0.383E-05	0.460E-05
0.601E-02	0.717E-02
2.45	3.21
0.313E-02	0.361E-02
0.618E-07	0.900E-07
0.307E-02	0.369E-02
0.159E-04	0.187E-04
0.509E-03	0.576E-03
0.270E-02	0.314E-02
0.680E-04	0.791E-04
0.198E-06	0.256E-06
0.136E-01	0.167E-01
0.224E-01	0.278E-01
0.114E-03	0.133E-03
0.140E-02	0.168E-02
0.293E-02	0.353E-02
0.255E-04	0.297E-04
0.372E-03	0.473E-03
0.939E-03	0.106E-02
0.173E-01	0.214E-01
0.215E-04	0.245E-04
0.259E-05	0.382E-05
1.29	1.65
0.325E-01	0.400E-01
0.141E-02	0.169E-02
0.704E-02	0.858E-02
0.515E-04	0.597E-04
0.167	0.210
0.470E-04	0.538E-04
0.578E-01	0.726E-01
0.542E-01	0.676E-01
0.609E-05	0.720E-05
0.130E-02	0.155E-02
0.105E-01	0.129E-01
0.167E-02	0.190E-02
0.816E-01	0.103
0.434E-05	0.513E-05
0.432E-01	0.540E-01
0.180E-02	0.217E-02
0.178E-05	0.239E-05
0.259E-02	0.311E-02
0.206E-04	0.231E-04
0.442E-02	0.521E-02
0.395E-06	0.464E-06
2.03	2.64
0.312E-03	0.351E-03
0.854E-02	0.104E-01
0.571E-04	0.667E-04
2.52	3.29
0.284E-06	0.353E-06
0.229E-02	0.331E-02
0.311E-05	0.371E-05
0.315E-03	0.336E-03
0.141	0.179
0.906E-06	0.136E-05
0.841E-02	0.103E-01
0.232E-03	0.271E-03
0.131E-03	0.153E-03
0.144E-06	0.183E-06
0.123	0.156
0.501E-03	0.590E-03
0.692E-06	0.863E-06
0.531E-07	0.819E-07
0.257	0.328
0.400	0.510
0.492E-01	0.616E-01
0.265E-06	0.340E-06
0.367E-06	0.506E-06
0.542E-01	0.669E-01
0.583E-02	0.693E-02
0.615E-05	0.815E-05
0.727E-06	0.886E-06
0.177E-03	0.190E-03
0.391E-02	0.474E-02
0.495E-08	0.743E-08
0.157E-03	0.183E-03
0.145E-03	0.165E-03
0.178E-02	0.206E-02
0.248E-01	0.297E-01
0.425E-01	0.511E-01
0.209E-05	0.254E-05
0.370E-03	0.434E-03
0.511E-04	0.595E-04
0.255E-03	0.292E-03
2.16	2.78
0.279E-06	0.406E-06
0.670E-02	0.803E-02
0.926E-05	0.125E-04
0.263E-04	0.395E-04
0.382E-04	0.432E-04
0.170E-01	0.210E-01
0.203E-07	0.294E-07
0.692E-03	0.792E-03
0.429	0.551
0.794E-05	0.118E-04
0.125E-05	0.196E-05
0.366E-01	0.455E-01
0.639E-07	0.998E-07
0.372E-03	0.436E-03
0.110E-02	0.122E-02
0.172E-05	0.206E-05
0.129E-01	0.160E-01
0.581E-04	0.677E-04
0.243E-03	0.275E-03
0.673E-05	0.811E-05
0.224E-04	0.262E-04
0.284E-05	0.366E-05
0.130E-02	0.150E-02
0.169E-05	0.203E-05
0.750E-05	0.891E-05
0.234E-04	0.272E-04
0.145E-03	0.162E-03
0.240E-02	0.269E-02
0.158E-02	0.178E-02
0.623E-04	0.696E-04
0.542E-02	0.658E-02
0.402E-04	0.469E-04
0.611E-01	0.767E-01
0.325E-01	0.398E-01
0.458E-06	0.577E-06
0.646E-05	0.861E-05
0.796E-06	0.988E-06
0.118E-05	0.147E-05
0.510E-06	0.604E-06
0.583E-02	0.683E-02
0.324E-02	0.381E-02
5.15	6.76
0.810	1.04
0.191E-05	0.231E-05
0.892E-04	0.134E-03
0.342E-05	0.435E-05
0.176E-03	0.205E-03
0.741E-02	0.904E-02
0.115	0.145
0.549E-01	0.667E-01
0.177E-03	0.207E-03
1.28	1.66
0.192E-03	0.219E-03
0.461E-06	0.684E-06
0.166E-04	0.194E-04
0.863E-04	0.100E-03
0.114E-04	0.134E-04
1.09	1.41
0.131	0.167
0.880E-02	0.108E-01
0.500	0.645
0.601E-08	0.107E-07
0.129E-01	0.156E-01
1.38	1.79
0.162E-02	0.186E-02
0.469E-07	0.624E-07
0.447E-03	0.524E-03
0.845E-03	0.979E-03
0.874E-06	0.108E-05
0.367E-03	0.432E-03
0.165E-05	0.201E-05
0.131E-04	0.153E-04
0.420E-01	0.500E-01
0.190E-01	0.231E-01
0.172E-07	0.219E-07
0.114	0.144
0.745E-05	0.907E-05
0.223E-05	0.324E-05
0.463	0.594
0.197E-03	0.215E-03
0.862	1.12
0.140E-02	0.167E-02
0.803E-05	0.117E-04
0.166E-03	0.193E-03
0.456E-01	0.570E-01
0.144	0.179
0.157E-01	0.189E-01
0.371E-03	0.436E-03
0.226E-02	0.271E-02
0.226E-01	0.276E-01
0.509E-05	0.602E-05
0.167	0.209
0.123E-04	0.162E-04
0.289E-03	0.360E-03
0.649E-06	0.972E-06
0.724E-02	0.865E-02
0.484E-05	0.661E-05
0.269E-02	0.323E-02
1.47	1.90
0.563E-02	0.677E-02
0.905E-02	0.111E-01
0.982E-05	0.126E-04
0.354E-02	0.419E-02
0.156E-05	0.208E-05
0.112	0.139
0.181E-05	0.216E-05
0.393E-05	0.473E-05
0.160E-02	0.187E-02
0.484E-01	0.599E-01
0.216	0.272
0.126E-04	0.148E-04
0.152E-04	0.175E-04
0.148	0.188
0.587E-08	0.856E-08
0.492E-02	0.576E-02
0.416E-01	0.521E-01
1.88	2.44
4.28	5.61
0.146	0.182
0.671E-03	0.804E-03
0.420E-06	0.623E-06
0.235E-06	0.298E-06
0.285E-02	0.331E-02
0.509E-05	0.604E-05
0.164E-04	0.236E-04
0.261E-07	0.353E-07
0.241E-01	0.299E-01
0.319E-05	0.380E-05
0.230E-02	0.258E-02
0.362E-06	0.453E-06
0.108E-02	0.128E-02
0.385E-06	0.469E-06
0.136E-01	0.168E-01
0.119E-05	0.146E-05
0.124E-06	0.175E-06
0.790E-04	0.850E-04
0.292E-01	0.356E-01
0.379E-04	0.405E-04
0.102E-04	0.140E-04
0.448E-04	0.483E-04
0.178E-03	0.200E-03
0.424E-02	0.496E-02
0.543E-02	0.659E-02
0.152E-04	0.179E-04
0.173E-03	0.202E-03
0.244E-05	0.376E-05
0.431E-06	0.544E-06
0.332E-04	0.385E-04
0.122E-01	0.147E-01
0.447E-05	0.528E-05
0.147E-05	0.180E-05
0.120E-04	0.141E-04
0.449E-02	0.533E-02
0.145E-01	0.179E-01
0.262E-01	0.326E-01
0.966E-03	0.109E-02
0.304E-06	0.387E-06
2.99	3.88
0.720E-03	0.853E-03
0.441E-02	0.535E-02
0.170E-04	0.198E-04
0.308E-07	0.423E-07
0.145E-04	0.175E-04
0.131E-02	0.156E-02
0.134E-04	0.168E-04
0.189E-04	0.241E-04
0.407E-04	0.474E-04
0.138E-05	0.204E-05
0.327E-03	0.387E-03
0.630E-04	0.720E-04
0.361E-05	0.429E-05
0.135E-03	0.187E-03
0.236E-02	0.276E-02
0.238E-03	0.269E-03
0.137E-02	0.158E-02
0.249E-03	0.291E-03
0.789E-04	0.871E-04
0.901E-05	0.106E-04
0.187E-04	0.280E-04
0.142E-03	0.156E-03
0.266E-02	0.305E-02
0.158E-07	0.240E-07
0.139E-02	0.162E-02
0.214E-02	0.257E-02
0.316E-02	0.371E-02
0.588	0.757
5.41	7.10
0.620E-01	0.778E-01
0.193E-04	0.257E-04
0.122E-03	0.142E-03
0.340E-05	0.407E-05
0.844E-05	0.998E-05
0.561E-02	0.637E-02
0.955E-05	0.113E-04
0.105E-01	0.125E-01
0.435E-03	0.510E-03
0.305E-01	0.362E-01
3.57	4.65
0.165	0.205
0.485E-02	0.588E-02
0.101E-04	0.119E-04
0.912E-03	0.108E-02
0.945E-06	0.113E-05
0.346E-04	0.401E-04
0.258E-03	0.305E-03
1.60	2.09
0.725E-03	0.858E-03
0.249E-02	0.299E-02
0.152	0.193
0.220E-04	0.283E-04
0.449E-04	0.572E-04
0.250E-02	0.293E-02
0.140E-03	0.192E-03
0.143E-02	0.165E-02
0.737E-02	0.899E-02
0.228E-03	0.271E-03
0.117E-04	0.136E-04
0.171E-05	0.268E-05
0.234E-02	0.280E-02
0.134E-01	0.164E-01
0.708E-01	0.891E-01
0.131E-01	0.150E-01
0.459E-06	0.572E-06
0.717E-08	0.123E-07
0.190E-04	0.221E-04
0.166E-02	0.247E-02
0.133E-06	0.179E-06
0.173E-04	0.194E-04
0.420E-05	0.501E-05
0.787E-02	0.921E-02
0.244E-06	0.395E-06
0.835E-02	0.102E-01
0.974E-01	0.123
0.541E-01	0.679E-01
0.531	0.684
0.312E-03	0.359E-03
0.527E-04	0.613E-04
0.215E-04	0.246E-04
0.269	0.343
0.157E-01	0.190E-01
0.594E-01	0.747E-01
0.148E-02	0.177E-02
0.139E-05	0.184E-05
0.316E-03	0.370E-03
0.333E-01	0.411E-01
0.195E-03	0.307E-03
0.464E-03	0.694E-03
0.652E-03	0.100E-02
0.421E-05	0.501E-05
0.197E-04	0.230E-04
0.109	0.138
0.697	0.900
